"We have entered 21 st century which is marked by rapid developments and discoveries in medical field along with an emerging holistic approach towards life.Many diseases have been completely irradicated and various vaccines have been introduced.People are more aware of their lifestyles and eating habits.Gyms,Spas,Health clubs and medical insurance are on roll.This indicates the awareness and mindfulness of people towards living better and longer.The average life expectancy at birth has improved immensely compared to decades back.Today we have a cure for most fatal diseases which has striked out a great probability of loss of life.Unlike earlier times,say at the begining of 21 st century and before the medical arenas were not as developed, neither was there good connectivity of roads and communication services.People died in masses in case of a wide spread epidemic.Conditions have gone a sea change since then.Also people have started living life with a healthier and happier approach.Importance of human life is immense.More and more people have come in terms of this fact and there has been a psychological modifications in most people.People today are more conscious of their habits and lifestyles and work willingly to improve their life expectancy.Another factor has been safe and secure housing.When our ancestors resided in forest,they dealt with the constant risk of being attaked by other wild animals.There was an ever continuing competition with other life forms.Only the fittest survived.But the civilization of human has improved the situation and decreased the tussle for life. All the drastic and applausable advancements in medical fields have been a boon for mankind.Besides this,the general awarness amongst people about their lifestyles,safety,health hazards have contributed towards a longer life.",5
"When you observe in an overall basis , people live longer now not because there are no problems or diseases but because the technology has increased this much that every problem has its solution. Firstly , if we bring into our notice during olden days people were hardly concerned about their life , they just wanted to live for the sake of living because that time the generation was different , they had no aim and no reasons to live . But when we look on the overall basis today everyone has their opinion, their way of living and no one wants to just die rather achieve something and live longer. it was always said that good health always leads you to a good path. before it was difficult for the prople to undersatand but now even from a child till the old people , everyone has realised the importance of good health and the purpose living No one can predict that for how many years someone's going to live but a person can surely increase his life span by having a good health, maintaing his pysique , and having a happy life . resons of living longer is just a simple thing be happy always , reduce stress and for reducing stress best solution is doing excercise regularly ( yoga ) . since people are living longer automatically they get into the fact that yes they have to do something in their life. today their is no age limit for anything. old people who couldnt study in their age are completing their degrees in various forms. and they realise that how much is life important to them. its all about human tendency to begin and proceed in their life in which way. The other reason which can be is reduction in intake of tabacco and alchol . though people intake it but they know their limits and in addition todays technology is reaching the hieghts there is no problem which cannot be cured. The causes of this phenomenon is that as people are living longer the values cultures beliefs etc is still existing in this world. because when you compare a joint family will be more discipline and decent compared to nuclear family .LIVING LONGER is just the matter of thinking. its all about how you live your life , in which way and when you die you know that you have achieved something in your life.",4
"Everyone love their loved ones and no body wants to leave them before thier natural death at a very long age. As our eating habnits and busy schedule is there we don't get time to exercise to do manual work and this the nunmber of problems that the human body is facing is getting more but the advancement in technology has reduced the risk to death at an early age due to any problem. In this modern era we are very advance in development in all the fields. The medical lines are also doing their best now days we are getting cure to the every diesease we are getting . Our societey is increasing at a wide range with all the developments made by us are getting us to the situation that we can live longer.Scientists are undergoing thousands of searches in labs so that we can get cures to all the dieseases. We have developed some of the vaccinations also that our body gets immune from the diesease before it is occured. In older times one cant even survive if he or she gets the simple fever but now even have the cure to the fever before it occurs. Thousands of new technological machienes are developed to monitor every simgle part of the human body for the diagnosis. Moreover the transplanting techniques which have been developed have added to the survival rates. One can now even transplant heart, liver, lungs, kidneys,eyebalss etc. mostly every part of the human body can be transplanted for regenuvated. Not only this our doctors have made their name in the surgical section many surgeries that were undergone throught the big procedure of all cuts and stiches is now reduced tu just a simple mark on the body and it is done this lasic treatment has also increased the patients survival rate and the rate of infection is also decreased by this techniques. Now concluding that the increase in age is just because of our advancement in medical fields all the cures to all the dieseases some like cancers has also been there and it is good step in the advancement of the society and afcorse no one wants to leave their loved ones at any cost neither anyone wants to be away from their loved ones. This technique has increased very much and this is very good for the human beings.",4
"People are living longer now because they are staying fit by having healthy foods like vegetables, fruits, juices. Some people are living more than 100 years because they are doing exercise daily which makes them to live longer. They are following the correct diet whick makes them active always. Some people are staying fit because they are always smiling and make others smile which helps them to live longer. Nowadays both men and women are doing work outs which helps them to stay fit and healthy in today's generation. People are doing hard work nowadays which makes their body strong and flexibile so that they are living upto 100 years. To live long we have to maintain our body and mind equally because if it is not in a balanced state we may suffer from any illness which reduce our life time. Persons doing exercise or any workouts they must follow their diet correctly and also must follow the schedules correctly if they don't follow it it may create any health issues to them which may reduce their life time so it is very important to maintain the schedules with correct time. For example if you take body builders they will maintain the correct diet and correct schedule which makes them to stay fit and live longer. There is a statement that a person who sits for more than 11 hours a day will die within 3 or 5 years so it is better not to sit for more than 8 or 9 hours in a day. Walking is a good exercise for a man which helps him to stay fit and live longer. There is an other statement which tells that clapping helps a person to stay fit and it keeps one's mind calm and relaxed so it is better to clap daily for atleast 20 minutes which tunes up our mind so that we can do any work with enthusiasm and with full confidence. We have to advice our children to clap daily which will make their handwriting good and helps them to be active always. We have to avoid some foods in our diet because the particular foods will cause any damage to the organs which will reduce our lifetime. The foods are aerated drinks like coco cola, pepsi, fanta, mirinda. Then we have to avoid junk foods like pizzas, burgers",4
"Now a days people are living longer beacsue of the environment and neature of the people where they are living and mainly type of food what they are having is hygenic and they are living the such ares where there is less of pollution and having frsh air is also one of the big advantage for them to live long. when any people live this kind of environment its keep their helth good always and they need to go to haospitals so they will not take any tablests which can be make side effoect on human body. and daily basis they will be working very hard to get their food and daily needs so this is also one of the best reason to keep them healthy along with their environment and living area. so when they are working daily they will be physically fit and they will avoid the sugar, BP these kind of disease and they will be healthy for long time. when the people have no any other health issue so they will be dafinatly live longer now a days. and the food what they are preparing it will not include any chemical in that so there is no side effect from the food what they are having. vegetable, rice whatever they will be having all the food is growing with their own land with out any chemical. so when people have the food like this there will be less of disease to those people and they will live longer.and if i want to give one more good example for them who live longer now is water. the water what they are drinking is purified and there is no water pollution at all with the water what they are drinking.and all those people now are most loving people they will be keep helping one another and they are so cousious about their helth and safty and they will encourage their kinds and educate them to be live like them so that in future their kids also has to live longer like them. and they will be happy in their life always. when they are good at health and all heart disease also will not be their for them because there is no chlostrol which will cause for heart disease. so these are the resonsand examples for the people are living longer now.",4
"People are living longer now adays and the important reason behind it is the advancement in medical reaserch and development.medical science has developed its streams upto such heights that losses of precious lives is reduced to a very lower rate.many countries in world are trying to share their research with world wide research centers. varios equipments developed for complicated,comlex operations and surgerys are playing an important role in saving lives.various safety measures taken,rules developed are increasing safety and decreasing life loss.advancement in various fields such as fire fighting is nessasary to help people and save property loss.various ngo's and groups leading operations rescuing pepole from desasater prone areas results in giving achance to those lives which may not live without there hands of help. Various new technological attempts such as open heart surgerys ,operations,led to further life savings and reaserchers got a new issue to be developed .medical field plays an imp role in handling human lifes .doctors all over world wide should be trained to increase thier efficiency and accuracy.government should take innitiative to develop such special forces in field of medical as well as life saving ngo's.developed countries are making their rules against life safety more stict and leading to offer various safety techniques to be toughten to people to take care of thier on thier own.most off lives are gone due to natural calamities and disasters such as earthquakes,floods ,fires,tornado's,landslides etc.people should be trained agaist such calamities so that they can handle it on their own. various training centers opened worldwide are playing imp role in reducing life losses. snake anti venoms and other such kinds of medicines are now aviliable in markets so it is easy for treatment of such dangerous operations which have less time and the most importatnt ambullance service is improving which plays an important role for carrying the patients from one place to another.",4
"People from the whole world are living longer now a day's just because of develope modern technology . In the ancient time people are limited only for the natural resouces but now a day's it is quietly changed phenomenoun. The technology is devoloping daily, The lifestyle of living is changed as per the requirenment. Many people from the world are doing some important reasearches. As we considered the example of the ancient peole, it is one of the fact that they are also healthy at that time, Because the pollution level at that time is not so high as that of these time,but we people are becomes familier with these situation and correliting with the whole envirnment got win on all these problem's. Now a day's lots of doctored peoples are increasing day by day they are doing extra pariticular reasurch on the above mentioned topic and trying for increasing the human lifestyle for living the longer life. Still there is one problem for whole world. The globle atmosphere of the universe is now incresed so large . because of the increased inthe quantity of the vahicles.The large atomobile sector. So apart from these we have to foccused on that topic's which will be very usefull for us to makethe pollution free envirnment. We people should brink the lots of reasearches on the pollution control. As the membor of the earth or envirnment that is also our responcebility that we people should also keep the envirnment clean and healthy. That's why the honable prime minister of India Mr. Narendra Modi start the ""Clean India"" program . These step is very import with respect to envirnment and the the world and India people are supporting for these . Social is also doing a excllent work for promoting these through the whole world. Thus these way the lifestyle of the people are changing day by day and also responciable for living longer life which is very basic need of the people's . finally to keep the envirnment clean we all people should promot ourselve for our better life. ""KEEP CLEAN LIVE LONGER LIFE""",4
"people are living longer nowdays because of their awareness. Nowdays we have number of source of ideas by doing which we can live long. Everyone wants to enjoy the life, and we can enjoy it till the last day of our life. So if we have long life then we have more days to live to enjoy. There are many causes like some people like money,for which they will spend there whole life to earn it. They think they will earn money like that and will enjoy later.Medical science is developed very well and we have treatment for most of the health problems. However nowdays pollution is increasing day by day and all we can do is to find solution at early stage. People are doing Yoga which is one of the best way to keep your self healthy. Nowdays we can easily consult with docotor or anyone about our health problems and according to which we make our diet by which you can live healthy life. However dur to lack of foods, lack of money for medical issues many people lives are not so long. But if we care for our health and if we eat healthy food if we do exercise and Yoga and if we take care of everything related to our health we can also live long despite of such polluted environment. Now we have technology, we have everthing which can help us to live long. The only things we need to do is give proper attention to such things. We can make proper time table for such thing, however many people are not in the favour of doing such things. And people who gives proper attention will live long life. We have many examples seeing which we can apply it and live young, live free. We have everything to live long, some people may say that we dont have enough money to such things; But what I can say is doing Yoga at early morning will snatch your money, many research shows that Yoga is very helpful to us to our health. And its not very difficult thing to do. However during early days it will take time to prepare yourself but once you get it then it becomes regular thing of your list. So we can live long and enjoy it.",4
"Its an optimistic situation that people are living longer.this shows that the life expectancy ratio of an economy has increased .it is possible due to good medical facilities,good living standards in which people live.the people have adopted a heathy lifestyle. the government is also cautious about the health of its citizens with the inception of strict food adultration laws.people are becoming aware of their diets and have opted for better living style like consumption of low fat food,workout at gyms,practising yoga , doing meditation etc .the mothers also opted for healtrhy cooking styles such as using microwawe oven for cooking oil less food,opting for induction cookers are also contributing to a healthy lifestyle. people are diet concious now and also they do visit hospitals of annual health checkups.it is rightly said that prevention is better than cure so now the younger generation are becoming more and more health concious.the government is also plays a major role in improving the lifestyles of people through putting restriction on the import of different types of unhaelthy food items like high saturated fatty food containing high amount of toxins.there are stict laws governing the amount of various elements in food items like the amount of lead,unorganic acids,are controlled in the packaged food that are supplied into the market.medical hospitals are also providing excellent services in improving the health of people.noe the antidotes for even the most scarse disese has been found and used in the treatment of patients.with the hglobalisation ,its been possible to import the drugs of several diseases through which the patients can be cured.even the antidote of cancer is formulated and eith several types of therepy ,the live of people can be saved significantly.the people can opt foir higher mediacl facilities by gettin them,selves treatedinto another nation through the apllication of visa and passport.people have widwer choices now to live longer.",4
"The previous scenario includes large number of deaths at the age of maximum 50-60.The present scenario with the use of advanced medical technologies has brought a drastically change in increment of life span of a person.Due to shortage of technologies earlier the death rate was high but with the use of technologies like - heart transplantation,by-pass, various surgery, repair of bones through plaster, eye transplant, and many others facilites which enable an individual to live longer .. Many hazards like earthquake,floods,various environmental hazards that have been taken place in olden days causes death of lakhs of people ,where their was no facility of building their worn out parts of body or even many people die due to starvation .In the prsent days, government provide many facilites and free services like first-aid , hospital and even sometimes home to the poor people for their livelihood. Moreover, the victims of natural hazards are provided with financial ,mental,and health facilites that is helping them to cure themselves .This has brought a change in the country and the decrement in the death rate. Awareness among the people about wahat is good for health and what is not. Which environment is suitable and what not has increased that is helping the people to take care about theri health and makes them live longer..Even in village areas , large organsiations conduct health wealth and education related awareness programs to make villagers aware of how to upgrade themselves and what to do in some critical situations. this has helped to inculcate the feeling of how to lead a longer life among the uneducated people too. inspite of all the faciliities and awarenes progrmas conducted by the government and various organsiations death rate is not decreasing upto the desried extent ,.This is beacause of adaptaing wrong habits like smoking ,liquor, and use of narcotic drugs. government should take strict actions against this habit to improve the nation",4
"""People are living longer now"" is pretty much a true statement and the reason behind this is the advancement in the field of Medical Science. The world has developed at a good pace with development of technologies and researches in various field of science. The contribution made in the field of medical science in the techonological aspect is comendable. The chance of survival from a severe disease has drastically increased as of researchers can experimentally test the success rate of cure for any disease using the tech aspects designed for the same. Few examples are: the Laser treatment for skin, kidney stones etc., MRI scans for fast detection of internal damage etc. Even in the field of Medical drugs production, the discovery of new elements and the stabilty of many compounds to produce effective medicines can now be well tested using experimental environment. The Medical Science has now got more medicinal cure which is safe and easy to go through rather than going through the tedious, expensive and painful operations. Such medicainal cure are affordable and any class of people can afford it. Apart from these aspects the Government has also taken many initiative to erradicate diseases which can be avoided at a much previous stage by spreading awareness and organising health camps. Hence the newly borns can be made safe from such diseases. WHO(World Health Organisation) is the major body that looks into this matter. It creates statistical report every year to rate the countries in terms of health and death rate. It also enforces countries under its guidance to take necessary step to avoid any major mishap. No medical way of keeping onself fit is also encouraged by WHO. By the awareness drives,yoga and exercise Ona whole the people are much safer now in comparison to the earlier time when such medical advancements were not present. The chances of living a fresh and healthy life are much greater now. Fitness is",4
"The statement given above is highly agreed upon. In a general view, we do see alot of people living longer as compared to their older generation counterparts. In the recent years, there is no denial to the fact that people have become more concerned about their health and fitness. The living standard of the people has considerably enhanced all around the world in the recent era. Every individual seeks to make his life better in every way possible due to which we have also observed a growing market for organic and healthy food, fitness centres,yoga classes, etc. Slowly and staedily people have accepted these activities into their daily normal lifesytyle and the benefits are being surely reaped. The Life- expectancy ratio has considerably enhanced over the years in various countries because of the adoption of a more organized lifestyle. Other point worth noting to support the statement and underline the reason is that a lot of countries which were plagued by poverty, lower standard of living and unhygienic contditions have been slowly moving on a developing path wherein conditions have become a lot better as compared to the 20 years past. Steps taken by developing countries such as India in the recent times to develop the nation and the interests of the people therein, in the form of providing better living conditions, hygiene care and reduction of poverty has indirectly increased the life- expectancy rate in India. Similarly, such enhanced living conditions have definitely led topeople living healthier and longer. A famous personality once said,""A healthy heart and a healthy mind are the paths to success"". Definitely, a good state of your body and mind rejuvenates the mechanism of the functioning of the body leading you to a longer life. A developing concern by the people, attempts by the countries and adoption of a healhy lifestyle and a few of the resons we see people living longer now.",4
"LIFE IS WHAT WE LIVE. LIFE IS WHAT WE MAKE OUT OF IT. quality of life lead by a person determines his longevity of life. In today's fast paced life, everybody has their own set of goals and objectives to be met in their life but in common everybody wants to live a long healthy hazzle free life. this is again because everybody cherishes a standard living life and want to extent it more.. for this everybody becomes HEALTH CONSCIOUS. people try to stay fit. most of them do involve in physical activity such as gym, walking, exercises and yoga. people do meditation to stay calm and composed all through the day. apart from all this most of them do dieting to stay fit. A healthy diet would make you fit and feel fresh all through the day.. these being the activities done by most of them to live long. other than these attributes MODERNISED MEDICAL FACILITY is available to most of them in source with medical policies, medical insurance and medical coverages from corporates for whom people work. apart from this, there is a growing awareness about leading a healthy life and how it is possible so by this people are genuinely involved in activities that would endure your life. many others want to live long so as to make their children happy living. people work for long years to make money and to build wealth for future generations, so they are crazed to live long. they adhere to regular medical check ups and other medications to live long. people after retirement wants to happily spend life and they want to live long and cherish the life that is given by the nature. even aged old people has a desire to live long. they undertake all possible measures and medications to let live long. More than anything the DESIRE to live long makes people to go on in search for better living and long life. with economy improved everybody gets improved. with this the average life of a person tends to improve.",4
